# Program:featureCounts v2.0.6; Command:"featureCounts" "-O" "-t" "gene" "-g" "gene_name" "-a" "gencode.v41.annotation.gtf" "-o" "counts.txt" "./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam" "-T" "20" "-p" 
Geneid	Chr	Start	End	Strand	Length	./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam
TBCEL	chr11	121024072	121090776	+	66705	990	508	638	596	674	110
TBCEL-TECTA	chr11	121024125	121113108	+	88984	1025	524	658	606	686	124
TECTA	chr11	121101243	121191490	+	90248	30	30	56	40	18	14
TRPC6P5	chr11	121238304	121238688	+	385	0	0	0	0	0	0
RPS4XP12	chr11	121250270	121250978	-	709	0	0	0	0	0	0
SC5D	chr11	121292681	121313410	+	20730	4986	3360	3292	3350	3164	772
BMPR1AP2	chr11	121361854	121362865	-	1012	0	0	0	0	0	0
ENSG00000289391	chr11	121418874	121419179	+	306	8	0	5	2	3	0
ENSG00000271022	chr11	121426645	121427416	-	772	6	0	0	2	2	0
SORL1-AS1	chr11	121447331	121453013	-	5683	427	128	216	174	94	14
SORL1	chr11	121452314	121633763	+	181450	23661	7255	15245	12027	7707	1446
ENSG00000286044	chr11	121674261	121928976	+	254716	27	10	10	14	9	8
ENSG00000286023	chr11	121979571	122025937	-	46367	0	0	0	0	0	0
RNU6-256P	chr11	122004355	122004451	+	97	0	0	0	0	0	0
ENSG00000286497	chr11	122026093	122027667	+	1575	0	0	0	0	0	0
MIR100HG	chr11	122028325	122556721	-	528397	0	0	16	2	0	0
MIR125B1	chr11	122099757	122099844	-	88	0	0	0	0	0	0
BLID	chr11	122115340	122116215	-	876	0	0	0	0	0	0
MIRLET7A2	chr11	122146522	122146593	-	72	0	0	0	0	0	0
MIR100	chr11	122152229	122152308	-	80	0	0	0	0	0	0
ENSG00000255015	chr11	122294938	122301763	-	6826	0	0	0	0	0	0
ENSG00000255219	chr11	122295190	122308019	+	12830	0	0	0	0	0	0
RNU4ATAC10P	chr11	122449210	122449331	+	122	0	0	0	0	0	0
RNU4ATAC5P	chr11	122451474	122451599	+	126	0	0	0	0	0	0
RNU6-592P	chr11	122579205	122579307	-	103	0	0	0	0	0	0
GLULP3	chr11	122613444	122614486	-	1043	0	0	0	0	0	0
ENSG00000254935	chr11	122618851	122619274	+	424	0	0	0	0	0	0
UBASH3B	chr11	122655722	122814473	+	158752	2774	1042	1714	1379	320	68
ENSG00000286341	chr11	122679801	122681942	-	2142	8	2	2	0	0	0
ENSG00000239079	chr11	122726208	122726311	-	104	0	0	0	0	0	0
ENSG00000285909	chr11	122751147	122851617	-	100471	2630	993	1710	1341	322	67
CRTAM	chr11	122838500	122872643	+	34144	328	160	372	87	20	16
JHY	chr11	122882683	122963862	+	81180	344	312	242	220	410	88
RNU4-23P	chr11	122927034	122927173	+	140	0	0	1	1	2	0
ATP5PBP5	chr11	122960327	122961086	+	760	30	10	10	16	27	0
BSX	chr11	122977570	122981834	-	4265	0	0	0	0	0	0
ENSG00000213184	chr11	123017638	123018661	+	1024	0	0	0	0	0	0
RPL34P23	chr11	123035867	123036224	+	358	0	0	0	0	0	0
RPS26P43	chr11	123049787	123050353	-	567	0	0	0	0	0	0
RPL31P47	chr11	123051161	123051401	+	241	0	0	0	0	0	0
HSPA8	chr11	123057489	123063230	-	5742	97197	102098	75659	75995	106321	26345
SNORD14E	chr11	123058077	123058161	-	85	8	2	3	3	6	0
SNORD14D	chr11	123058909	123058995	-	87	37	34	13	20	36	7
SNORD14C	chr11	123059335	123059422	-	88	37	22	14	23	34	6
ENSG00000288061	chr11	123062596	123084877	+	22282	82	25	33	23	14	2
CLMP	chr11	123069872	123195248	-	125377	111	21	59	20	9	0
ENSG00000255342	chr11	123135923	123136376	-	454	1	0	1	0	0	0
ENSG00000254710	chr11	123188802	123228502	+	39701	0	0	5	1	1	0
LINC02727	chr11	123313657	123315340	-	1684	0	0	0	0	0	0
PHB1P17	chr11	123340174	123340714	-	541	0	0	0	0	0	0
GRAMD1B	chr11	123358428	123627774	+	269347	350	166	171	180	172	27
MIR4493	chr11	123381440	123381512	-	73	0	0	0	0	0	0
SF3A3P2	chr11	123597946	123599452	-	1507	4	2	2	0	0	0
SCN3B	chr11	123629187	123655244	-	26058	0	2	6	2	0	0
ENSG00000254467	chr11	123668499	123675569	+	7071	0	0	0	0	0	0
ZNF202	chr11	123723914	123741675	-	17762	1556	1244	814	1034	986	262
ENSG00000290080	chr11	123741776	123741896	+	121	0	0	0	0	0	0
OR6X1	chr11	123753580	123754518	-	939	0	0	0	0	0	0
RNU1-21P	chr11	123763927	123764089	+	163	0	0	0	0	0	0
OR6M1	chr11	123805408	123806349	-	942	0	0	0	0	0	0
OR6M2P	chr11	123839035	123841930	-	2896	0	0	0	0	0	0
OR6M3P	chr11	123861822	123862521	-	700	0	0	0	0	0	0
TMEM225	chr11	123882920	123885670	-	2751	0	0	0	0	0	0
OR8D4	chr11	123902167	123909229	+	7063	0	0	0	0	0	0
OR4D5	chr11	123939617	123940573	+	957	0	0	0	0	0	0
OR6T1	chr11	123942867	123943838	-	972	0	0	0	0	0	0
OR10S1	chr11	123976661	123977781	-	1121	0	0	0	0	0	0
OR10G6	chr11	123994163	123995161	-	999	0	0	0	0	0	0
OR10G5P	chr11	124009655	124010012	+	358	0	0	0	0	0	0
OR10G4	chr11	124012997	124018732	+	5736	0	0	0	0	0	0
OR10G9	chr11	124023013	124023948	+	936	0	0	0	0	0	0
OR10G8	chr11	124026798	124030634	+	3837	0	0	0	0	0	0
OR10G7	chr11	124036013	124041325	-	5313	0	0	0	0	0	0
OR10D5P	chr11	124054793	124055707	+	915	0	0	0	0	0	0
OR10D4P	chr11	124093592	124094532	-	941	0	0	0	0	0	0
OR10N1P	chr11	124104965	124111092	-	6128	0	0	0	0	0	0
VWA5A	chr11	124115404	124147721	+	32318	626	314	272	450	306	56
OR10D1P	chr11	124158421	124159356	+	936	0	0	0	0	0	0
OR10D3	chr11	124183345	124188780	+	5436	0	0	0	0	0	0
OR8F1P	chr11	124207183	124208112	+	930	0	0	0	0	0	0
OR8G3P	chr11	124211707	124215828	+	4122	0	0	0	0	0	0
OR8G2P	chr11	124224732	124225666	+	935	0	0	0	0	0	0
OR8G7P	chr11	124238420	124239486	+	1067	0	0	0	0	0	0
OR8G1	chr11	124241095	124254364	+	13270	0	0	0	0	0	0
OR8G5	chr11	124256376	124266224	+	9849	0	0	0	0	0	0
SLC5A4P1	chr11	124273970	124274581	+	612	0	0	0	0	0	0
OR8D1	chr11	124302831	124315099	-	12269	0	0	0	0	0	0
OR8D2	chr11	124319262	124320197	-	936	0	0	0	0	0	0
OR8B7P	chr11	124324871	124325789	-	919	0	0	0	0	0	0
OR8B6P	chr11	124338783	124339662	-	880	0	0	0	0	0	0
OR8B5P	chr11	124357560	124358469	-	910	0	0	0	0	0	0
OR8B1P	chr11	124365465	124367298	-	1834	0	0	0	0	0	0
OR8C1P	chr11	124376877	124377801	-	925	0	0	0	0	0	0
OR8B2	chr11	124382394	124384499	-	2106	0	0	0	0	0	0
OR8B3	chr11	124395534	124399024	-	3491	0	0	0	1	0	0
OR8X1P	chr11	124404234	124405102	-	869	0	0	0	0	0	0
ENSG00000285561	chr11	124406997	124414792	-	7796	0	0	0	0	0	0
OR8B4	chr11	124423942	124424871	-	930	0	0	0	0	0	0
OR8B8	chr11	124437445	124445696	-	8252	0	0	0	0	0	0
OR8A2P	chr11	124460534	124461485	+	952	0	0	0	0	0	0
OR8B9P	chr11	124476963	124482870	-	5908	0	0	0	0	0	0
OR8B10P	chr11	124516311	124517242	-	932	0	0	0	0	0	0
OR8A3P	chr11	124531625	124531910	+	286	0	0	0	0	0	0
ENSG00000254937	chr11	124538500	124539334	-	835	0	0	0	0	0	0
OR8B12	chr11	124539635	124545333	-	5699	0	0	0	0	0	0
OR8A1	chr11	124566660	124582942	+	16283	1	0	0	0	0	0
OR8Q1P	chr11	124601584	124602238	+	655	0	0	0	0	0	0
PANX3	chr11	124611428	124620356	+	8929	0	0	0	1	0	0
TBRG1	chr11	124622836	124635926	+	13091	2861	2358	1940	1829	1927	410
SIAE	chr11	124633113	124695707	-	62595	1192	830	873	715	620	156
RNA5SP352	chr11	124636459	124636592	+	134	14	12	2	3	4	2
SPA17	chr11	124673844	124697518	+	23675	86	42	70	52	38	22
NRGN	chr11	124739942	124747210	+	7269	46	21	20	50	40	6
ENSG00000255045	chr11	124744634	124746337	-	1704	16	4	6	7	4	0
VSIG2	chr11	124747474	124752255	-	4782	2	2	8	6	2	0
ESAM	chr11	124752583	124762290	-	9708	44	18	28	24	12	6
ESAM-AS1	chr11	124759129	124766119	+	6991	30	2	14	2	12	4
MSANTD2	chr11	124766498	124800706	-	34209	1262	660	704	558	488	140
ENSG00000279342	chr11	124789240	124792818	-	3579	80	24	40	31	32	10
ENSG00000254509	chr11	124791228	124791660	+	433	10	10	0	3	2	1
MSANTD2-AS1	chr11	124800424	124834487	+	34064	150	78	160	114	72	14
ENSG00000254941	chr11	124807822	124808269	-	448	8	9	4	12	1	3
ROBO3	chr11	124865432	124881471	+	16040	156	164	36	158	124	22
ENSG00000254568	chr11	124883691	124887789	+	4099	4	0	0	0	0	0
ROBO4	chr11	124883691	124898500	-	14810	4	0	0	0	4	0
ENSG00000254943	chr11	124891304	124892126	+	823	0	0	0	0	0	0
HEPACAM	chr11	124919205	124936412	-	17208	2	0	0	0	0	0
HEPN1	chr11	124919244	124920677	+	1434	0	0	0	0	0	0
CCDC15-DT	chr11	124949205	124954044	-	4840	34	18	10	18	24	6
CCDC15	chr11	124954121	125041489	+	87369	217	88	114	128	64	10
SLC37A2	chr11	125063302	125090516	+	27215	0	0	0	4	2	0
TMEM218	chr11	125094389	125111763	-	17375	534	350	254	356	306	68
ENSG00000289631	chr11	125112014	125113099	+	1086	5	2	2	2	0	0
KRT18P59	chr11	125113161	125126781	+	13621	7	2	8	2	0	0
ENSG00000255475	chr11	125132847	125139587	-	6741	0	0	0	0	0	0
PKNOX2-DT	chr11	125158461	125164609	-	6149	0	0	0	0	0	0
PKNOX2	chr11	125164687	125433389	+	268703	0	4	0	2	0	0
ENSG00000259290	chr11	125188115	125191404	+	3290	0	0	0	0	0	0
ENSG00000254932	chr11	125258626	125266798	-	8173	0	0	0	0	0	0
RNU6-321P	chr11	125277552	125277657	+	106	0	0	0	0	0	0
FEZ1	chr11	125442881	125592568	-	149688	1850	1564	1113	1140	1320	306
ENSG00000255537	chr11	125495214	125499528	+	4315	1	2	0	0	0	0
EI24	chr11	125569280	125584684	+	15405	1774	1525	1074	1114	1298	302
RNU6-1156P	chr11	125574719	125574818	+	100	2	0	0	0	0	0
STT3A	chr11	125591712	125625215	+	33504	3917	4369	2558	2963	3838	812
ENSG00000288907	chr11	125625137	125625913	-	777	46	28	28	30	14	6
CHEK1	chr11	125625163	125676255	+	51093	600	626	260	589	1530	138
RNU2-35P	chr11	125649746	125649887	+	142	0	0	0	0	0	0
ACRV1	chr11	125671522	125680874	-	9353	36	48	6	31	83	5
PATE1	chr11	125746279	125749867	+	3589	0	0	0	0	0	0
PATE2	chr11	125776113	125778828	-	2716	0	0	0	0	0	0
PATE3	chr11	125788127	125791600	+	3474	0	0	0	0	0	0
PATE4	chr11	125833316	125840072	+	6757	0	0	0	0	0	0
ENSG00000260209	chr11	125873031	125874528	-	1498	2	0	0	0	0	0
HYLS1	chr11	125883614	125900646	+	17033	1321	936	638	842	860	202
PUS3	chr11	125893485	125903221	-	9737	1292	930	638	829	849	201
ENSG00000255027	chr11	125903247	125938916	-	35670	2	2	0	2	10	0
DDX25	chr11	125903348	125943702	+	40355	2	2	0	2	10	0
ENSG00000254790	chr11	125940496	125941193	-	698	0	0	0	0	0	0
VSIG10L2	chr11	125946044	125958647	+	12604	64	34	31	20	30	5
CDON	chr11	125955796	126063335	-	107540	448	260	179	171	206	56
NAP1L1P1	chr11	126067539	126068601	+	1063	11	12	28	27	13	10
ENSG00000261257	chr11	126100505	126102413	-	1909	0	0	0	0	0	0
ENSG00000287666	chr11	126121889	126128081	-	6193	0	0	0	0	0	0
ENSG00000254833	chr11	126160714	126176035	+	15322	8	8	0	2	8	0
ENSG00000254771	chr11	126179497	126179698	-	202	0	0	2	0	0	0
RPUSD4	chr11	126202096	126211692	-	9597	1811	1511	982	1356	1515	282
ENSG00000254694	chr11	126208611	126209027	-	417	41	31	29	7	20	8
FAM118B	chr11	126211724	126262984	+	51261	774	632	379	536	638	142
RNU4-86P	chr11	126214260	126214478	-	219	0	0	0	0	0	0
RN7SL351P	chr11	126245035	126245282	+	248	0	0	0	0	0	0
SRPRA	chr11	126262938	126269144	-	6207	8083	8897	4467	6275	8214	1673
FOXRED1	chr11	126269024	126278131	+	9108	724	731	282	574	796	140
RPL35AP26	chr11	126278257	126278577	-	321	0	0	0	0	0	0
TIRAP	chr11	126282497	126298845	+	16349	1174	807	636	717	609	188
ENSG00000254905	chr11	126292922	126294254	-	1333	237	169	106	173	124	28
TIRAP-AS1	chr11	126294296	126304323	-	10028	874	696	458	575	519	150
DCPS	chr11	126304060	126350005	+	45946	1239	962	786	983	998	317
GSEC	chr11	126340882	126355587	-	14706	583	459	340	483	441	170
ST3GAL4	chr11	126355640	126440344	+	84705	78	68	50	88	94	30
ENSG00000278215	chr11	126376773	126376893	-	121	0	0	0	0	0	0
KIRREL3	chr11	126423358	127003460	-	580103	11	4	3	6	2	2
KIRREL3-AS1	chr11	126543947	126610948	+	67002	0	0	2	2	0	0
ENSG00000254607	chr11	126652852	126682109	+	29258	0	0	0	0	0	0
ENSG00000254938	chr11	126920188	126940659	-	20472	0	0	0	0	0	0
ENSG00000279358	chr11	126934886	126937150	-	2265	0	0	0	0	0	0
KIRREL3-AS2	chr11	126940746	126945090	+	4345	0	0	0	0	0	0
MIR3167	chr11	126988458	126988542	-	85	0	0	0	0	0	0
ENSG00000255317	chr11	126992452	126995458	+	3007	0	0	0	0	0	0
KIRREL3-AS3	chr11	127002910	127006058	+	3149	0	0	0	0	0	0
ENSG00000255087	chr11	127021736	127172363	+	150628	0	0	0	0	0	0
ENSG00000272642	chr11	127188885	127223449	+	34565	0	0	0	0	0	0
LINC02712	chr11	127271029	127337033	+	66005	0	0	2	0	0	0
RN7SKP121	chr11	127406028	127406332	-	305	0	0	0	0	0	0
RN7SKP279	chr11	127407851	127408148	+	298	0	0	0	0	0	0
ENSG00000254591	chr11	127657568	127657877	+	310	0	0	0	0	0	0
DNAJB6P1	chr11	127940913	127941654	-	742	38	40	25	29	30	10
LINC02725	chr11	128095758	128183671	+	87914	4	4	0	4	4	2
LINC02098	chr11	128208749	128241441	+	32693	2	1	0	0	0	0
ENSG00000289398	chr11	128290393	128294371	+	3979	208	44	100	76	14	4
ENSG00000289093	chr11	128301735	128302593	-	859	0	4	0	6	2	0
ENSG00000289936	chr11	128328750	128329283	-	534	0	0	0	0	0	0
ETS1	chr11	128458761	128587558	-	128798	93093	65764	68002	73837	48535	15333
MIR6090	chr11	128522390	128522449	+	60	11	6	0	5	0	3
ETS1-AS1	chr11	128526142	128530389	+	4248	0	0	0	0	0	0
ENSG00000245008	chr11	128614340	128686922	-	72583	1	4	0	0	0	0
ENSG00000288975	chr11	128628978	128630045	+	1068	0	0	0	0	0	0
FLI1	chr11	128686535	128813267	+	126733	4184	2469	2608	2520	1860	474
SENCR	chr11	128691664	128696023	-	4360	191	164	44	104	70	15
KCNJ1	chr11	128836315	128867373	-	31059	11	10	2	5	4	2
ENSG00000255369	chr11	128880325	128880668	-	344	0	0	0	0	0	0
KCNJ5	chr11	128891356	128921163	+	29808	12	6	0	8	6	0
KCNJ5-AS1	chr11	128899565	128906044	-	6480	12	6	0	8	6	0
TP53AIP1	chr11	128934731	128943399	-	8669	2	0	0	0	0	0
ARHGAP32	chr11	128965060	129279324	-	314265	1066	492	702	318	292	84
RNU6-876P	chr11	128993237	128993340	-	104	0	0	0	0	0	0
RNU6-874P	chr11	129202966	129203070	+	105	0	0	0	0	0	0
ZNF123P	chr11	129295286	129296481	-	1196	0	0	0	0	0	0
BARX2	chr11	129375848	129452279	+	76432	0	0	2	2	0	0
RPS27P20	chr11	129537869	129538114	+	246	0	0	0	0	0	0
ENSG00000281386	chr11	129591493	129612110	+	20618	38	12	42	44	12	4
LINC01395	chr11	129612116	129617269	-	5154	29	4	12	17	6	0
ENSG00000287426	chr11	129761713	129814690	-	52978	27	8	18	38	10	1
ENSG00000255188	chr11	129788064	129788190	-	127	0	0	0	0	0	0
TMEM45B	chr11	129815848	129860003	+	44156	115	56	226	139	117	24
ENSG00000289223	chr11	129859837	129861941	-	2105	123	56	118	96	44	22
NFRKB	chr11	129863636	129895590	-	31955	2964	1883	1933	1845	1607	365
PRDM10	chr11	129899706	130002835	-	103130	1712	1056	1189	885	847	214
PRDM10-DT	chr11	130002938	130004356	+	1419	4	4	4	0	1	0
ENSG00000255057	chr11	130008586	130009765	+	1180	0	0	0	0	0	0
ELOBP2	chr11	130032866	130033220	-	355	0	0	0	2	0	0
ENSG00000255535	chr11	130040365	130041071	+	707	0	0	0	0	0	0
APLP2	chr11	130068147	130144811	+	76665	3570	3232	2630	2930	3050	662
RPL34P21	chr11	130082495	130082781	-	287	0	0	0	0	0	0
ST14	chr11	130159782	130210362	+	50581	0	0	0	0	0	0
ZBTB44	chr11	130226677	130314917	-	88241	6554	4048	4652	3708	3390	764
NDUFAF2P2	chr11	130285023	130285833	-	811	0	0	0	0	0	0
DDX18P5	chr11	130295641	130296946	+	1306	0	0	0	0	2	2
RN7SL778P	chr11	130310180	130310476	+	297	0	0	0	0	0	0
ZBTB44-DT	chr11	130314993	130403657	+	88665	69	22	64	53	18	6
ADAMTS8	chr11	130404923	130428609	-	23687	26	2	12	6	4	0
ADAMTS15	chr11	130448645	130476645	+	28001	6	2	0	0	0	0
ENSG00000255155	chr11	130544643	130544856	-	214	0	0	0	0	0	0
BAK1P2	chr11	130546799	130547429	-	631	0	0	0	0	0	0
MIR8052	chr11	130666735	130666803	+	69	0	0	0	0	0	0
LINC02873	chr11	130672956	130717352	+	44397	0	0	0	0	0	0
ENSG00000288013	chr11	130771402	130785533	-	14132	0	0	0	0	0	0
PPP1R10P1	chr11	130789231	130791025	-	1795	0	0	0	0	0	0
LINC02551	chr11	130844191	130865561	-	21371	18	6	14	14	6	2
SNX19	chr11	130866250	130916479	-	50230	5846	3670	3232	3270	3520	846
ENSG00000255455	chr11	130866254	130870247	-	3994	417	212	354	247	213	57
RN7SL167P	chr11	131004128	131004429	-	302	0	0	0	0	0	0
ENSG00000236129	chr11	131187022	131189753	+	2732	0	0	0	0	0	0
ENSG00000227125	chr11	131204999	131215163	+	10165	0	0	0	0	0	0
ENSG00000237612	chr11	131234538	131251816	+	17279	0	0	0	0	0	0
ENSG00000231698	chr11	131253360	131350917	+	97558	0	0	0	0	0	0
NTM	chr11	131370478	132336822	+	966345	0	2	4	4	2	0
RNU6ATAC12P	chr11	131385249	131385363	+	115	0	0	0	0	0	0
ENSG00000237654	chr11	131502735	131540867	-	38133	0	1	0	2	0	0
ENSG00000285980	chr11	131542030	131581145	-	39116	0	0	0	0	0	0
NTM-AS1	chr11	131622451	131663607	-	41157	0	0	0	0	0	0
ENSG00000271624	chr11	131770795	131771638	-	844	0	0	0	0	0	0
ENSG00000238117	chr11	131877680	131897108	-	19429	0	0	0	0	0	0
ENSG00000224700	chr11	131981096	131984661	-	3566	0	0	0	0	0	0
NTM-IT	chr11	132284302	132285081	+	780	0	0	0	0	0	0
ENSG00000279090	chr11	132403360	132404060	-	701	0	0	0	0	0	0
OPCML	chr11	132414977	133532501	-	1117525	0	2	16	0	0	0
ENSG00000279497	chr11	132771623	132773371	-	1749	0	0	0	0	0	0
OPCML-IT2	chr11	132859245	132860077	-	833	0	0	0	0	0	0
ENSG00000279711	chr11	133064697	133068129	+	3433	0	0	0	0	0	0
ENSG00000279189	chr11	133297189	133302634	-	5446	0	0	0	0	0	0
OPCML-IT1	chr11	133360029	133366080	-	6052	0	0	0	0	0	0
ENSG00000287068	chr11	133532415	133549866	+	17452	0	0	0	0	0	0
LINC02743	chr11	133783671	133810376	-	26706	0	0	0	0	0	0
SPATA19	chr11	133840631	133845538	-	4908	0	0	0	0	0	0
ENSG00000213153	chr11	133864877	133865627	-	751	0	0	0	0	0	0
IGSF9B	chr11	133896438	133956968	-	60531	4232	2416	3012	3942	2532	802
MIR4697	chr11	133898504	133898581	-	78	47	15	6	49	31	2
LINC02730	chr11	134008215	134030167	+	21953	0	0	0	1	0	0
LINC02731	chr11	134032216	134067936	+	35721	31	11	12	8	2	2
ENSG00000254648	chr11	134035832	134037107	-	1276	0	0	2	0	0	0
JAM3	chr11	134069071	134152001	+	82931	778	801	356	420	564	82
PTP4A2P2	chr11	134123828	134124329	-	502	2	2	2	2	4	0
NCAPD3	chr11	134150113	134225504	-	75392	2878	2046	1691	1834	2421	458
ENSG00000254616	chr11	134173095	134173680	+	586	0	4	0	0	0	0
ENSG00000255348	chr11	134178824	134186166	+	7343	303	245	182	193	241	57
VPS26B	chr11	134224671	134247788	+	23118	3134	2112	1964	2346	1858	428
THYN1	chr11	134248279	134253370	-	5092	1501	1233	1027	1170	1364	254
ACAD8	chr11	134253548	134265855	+	12308	1704	1301	854	1207	1342	217
GLB1L3	chr11	134274245	134319564	+	45320	314	385	179	299	350	49
ENSG00000289399	chr11	134274847	134276309	-	1463	176	257	115	199	196	35
ENSG00000254442	chr11	134316782	134317088	-	307	0	0	0	2	0	0
GLB1L2	chr11	134331874	134378341	+	46468	220	266	114	142	208	30
B3GAT1	chr11	134378504	134412242	-	33739	8	14	4	0	2	4
B3GAT1-DT	chr11	134412284	134505665	+	93382	0	1	0	0	0	0
ENSG00000254573	chr11	134563396	134573056	+	9661	0	0	0	0	0	0
ENSG00000286374	chr11	134655769	134661206	+	5438	0	0	0	0	0	0
ENSG00000254989	chr11	134671426	134672024	-	599	0	0	0	0	0	0
ENSG00000285640	chr11	134685044	134702004	-	16961	0	0	0	0	0	0
LINC02706	chr11	134712539	134716250	+	3712	0	0	0	0	0	0
LINC02714	chr11	134735596	134810530	+	74935	0	0	0	4	10	0
ENSG00000287251	chr11	134945118	134980574	-	35457	0	0	0	0	0	0
LINC02697	chr11	134950708	134951568	+	861	0	0	0	0	0	0
ENSG00000279046	chr11	134985683	134986799	+	1117	0	0	0	0	0	0
LINC02717	chr11	134994982	135007779	-	12798	0	0	0	0	0	0
LINC02684	chr11	135061781	135075908	-	14128	0	0	0	0	0	0
DDX11L8	chr12	12310	13501	+	1192	0	0	0	0	0	0
WASH8P	chr12	14522	32015	-	17494	582	490	238	376	414	54
FAM138D	chr12	36602	38133	-	1532	0	0	0	0	0	0
IQSEC3	chr12	66767	178455	+	111689	30	20	142	76	50	8
ENSG00000256948	chr12	106524	111850	-	5327	0	0	0	0	0	0
ENSG00000249695	chr12	137411	149169	-	11759	6	8	19	12	3	2
ENSG00000256694	chr12	164664	166321	-	1658	7	0	14	16	14	0
IQSEC3-AS1	chr12	166856	182399	-	15544	15	6	51	40	22	4
SLC6A12	chr12	190077	214570	-	24494	0	0	0	2	0	0
ENSG00000255671	chr12	193036	194130	+	1095	0	0	0	1	0	0
SLC6A12-AS1	chr12	203642	205094	+	1453	0	0	0	0	0	0
SLC6A13	chr12	220621	262873	-	42253	11	6	2	4	6	6
ENSG00000255746	chr12	253442	257299	-	3858	1	0	0	0	0	0
ENSG00000261799	chr12	273954	277123	-	3170	1013	440	758	696	519	115
KDM5A	chr12	280057	389320	-	109264	8873	5421	5428	5422	5333	1297
CCDC77	chr12	389273	442642	+	53370	590	389	304	326	305	78
B4GALNT3	chr12	459939	563509	+	103571	488	690	120	357	464	103
NINJ2	chr12	564296	663589	-	99294	505	376	261	183	124	38
ENSG00000256020	chr12	585693	587946	-	2254	0	0	2	0	0	0
RNU7-103P	chr12	589530	589589	-	60	0	0	0	0	0	0
ENSG00000255825	chr12	590633	591269	+	637	0	0	0	0	0	0
NINJ2-AS1	chr12	630858	664196	+	33339	372	311	145	146	100	26
LINC02455	chr12	674801	684127	-	9327	0	0	0	0	0	0
WNK1	chr12	752579	911452	+	158874	16258	11084	13048	12177	11690	2721
RNU4ATAC16P	chr12	781133	781258	+	126	0	0	0	0	0	0
ENSG00000285704	chr12	865288	867139	-	1852	0	4	2	0	8	0
RAD52	chr12	911736	990053	-	78318	1275	597	689	612	406	122
ENSG00000250132	chr12	974133	991190	-	17058	115	82	68	66	80	8
ERC1	chr12	990509	1495933	+	505425	2382	1639	1325	1435	1798	461
HTR1DP1	chr12	1151810	1153059	-	1250	3	0	0	0	0	0
ENSG00000249028	chr12	1380060	1391502	-	11443	4	2	0	0	0	0
ENSG00000267285	chr12	1385833	1386987	+	1155	2	2	0	0	0	0
LINC00942	chr12	1500525	1504424	+	3900	4	0	0	0	0	0
WNT5B	chr12	1529891	1647212	+	117322	2853	2456	1624	2198	1647	366
FBXL14	chr12	1565993	1594581	-	28589	2680	2416	1496	2080	1600	358
ENSG00000289832	chr12	1659599	1669125	-	9527	0	2	0	0	0	0
MIR3649	chr12	1660315	1660380	-	66	0	0	0	0	0	0
ADIPOR2	chr12	1688574	1788674	+	100101	4029	3764	2394	3195	3776	854
ENSG00000271500	chr12	1695830	1698044	-	2215	5	0	10	0	0	0
ENSG00000285627	chr12	1741197	1747099	-	5903	6	0	2	0	4	0
RPS4XP14	chr12	1757231	1758011	-	781	4	6	16	16	8	0
CACNA2D4	chr12	1791963	1918666	-	126704	140	76	66	110	106	16
ENSG00000287698	chr12	1800862	1807486	+	6625	6	3	5	9	4	2
LRTM2	chr12	1820267	1836753	+	16487	0	0	0	4	0	0
ENSG00000256706	chr12	1917858	1923812	+	5955	0	0	0	2	0	0
LINC00940	chr12	1929202	1936574	-	7373	0	2	0	0	2	0
DCP1B	chr12	1946053	2004535	-	58483	823	635	584	635	537	163
CACNA1C	chr12	1970772	2697950	+	727179	560	269	274	333	177	47
ENSG00000203593	chr12	2004666	2011392	+	6727	0	0	0	0	0	0
CACNA1C-IT1	chr12	2018213	2020532	+	2320	0	0	0	0	0	0
ENSG00000278255	chr12	2217462	2217920	-	459	0	0	0	0	0	0
CACNA1C-AS4	chr12	2219485	2223479	-	3995	0	0	0	0	0	0
CACNA1C-IT3	chr12	2269776	2288937	+	19162	0	0	0	0	0	0
ENSG00000285555	chr12	2332861	2335702	-	2842	0	0	0	0	0	0
ENSG00000285734	chr12	2440189	2457392	-	17204	0	2	6	0	0	0
CACNA1C-AS3	chr12	2603350	2607440	-	4091	0	0	0	2	0	0
ENSG00000203648	chr12	2659937	2660969	+	1033	0	0	0	0	0	0
CACNA1C-AS2	chr12	2668500	2672220	-	3721	42	21	24	36	6	4
CACNA1C-AS1	chr12	2676001	2691200	-	15200	200	86	108	104	49	11
ITFG2-AS1	chr12;chr12	2695765;2796877	2812902;2812902	-;-	117138	5165	6365	2819	3814	6556	1440
ENSG00000283587	chr12	2726400	2727050	-	651	0	0	0	0	0	0
